city,state,zip,latitude,longitude,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,region,gender,carnegie_basic_classification,carnegie_undergraduate,carnegie_size,religious_affiliation,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years
Hilo,HI,96720-4075,19.699,-155.0805,,,,,,,,,,2922.0,0.1502,0.0082,0.1492,0.1639,0.4572,13013.0,,2678.0,7430.0,9150.0,7294.0,0.5,0.4917,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public 2-year colleges under 4-year universities,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.63999998569488,0.4699999988079,19386.15,23300.0,20700.0,30600.0,27600.0
Fairbanks,AK,99775-7500,64.8571,-147.8248,,,,,,,,,,5729.0,0.4486,0.0229,0.0504,0.0133,0.3795,15035.0,,4984.0,15560.0,16400.0,8842.0,0.9141,0.2349,0.309,Bachelors,Graduate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Research Universities (high research activity),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily residential (3,000 to 9,999)",,0.57999998331069,0.36000001430511,49787.78,35000.0,30900.0,43300.0,38200.0
Atlanta,GA,30309,33.8119,-84.3959,0.8302,,,,,,,,,116.0,0.6552,0.2586,0.0431,0.0172,0.0,38258.0,,18625.0,18625.0,1849.0,,,0.1111,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.4699999988079,0.81999999284744,58301.58,49900.0,45100.0,59300.0,47900.0
Chicago,IL,60605-1996,41.8736,-87.6246,0.9053,,,,,,,,,9577.0,0.5583,0.1659,0.1054,0.03,0.0927,37546.0,,22792.0,22792.0,12807.0,7978.0,0.2729,0.3797,0.4058,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, inclusive","Large 4-year, primarily nonresidential (over 9,999)",,0.51999998092651,0.14000000059604,75378.25,27600.0,24700.0,36000.0,32700.0
Chapel Hill,NC,27599,35.9122,-79.051,0.2759,645.0,660.0,635.0,30.0,31.0,30.0,9.0,1313.0,17882.0,0.6632,0.0838,0.0707,0.0884,0.0203,23069.0,,8340.0,30122.0,25891.0,11392.0,0.8575,0.2053,0.9002,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Research Universities (very high research activity),"Full-time four-year, more selective, lower transfer-in","Large 4-year, primarily residential (over 9,999)",,0.61000001430511,0.12999999523162,80815.19,46600.0,38600.0,62400.0,50400.0
Tiffin,OH,44883-2462,41.1143,-83.1666,,,,,,,,,,1099.0,0.7516,0.0737,0.0155,0.0118,0.0446,35668.0,,26180.0,26180.0,8704.0,6428.0,1.0,0.4288,0.5068,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",United Church of Christ,0.44999998807907,0.07999999821186,73933.4,31100.0,29500.0,41200.0,38000.0
Annville,PA,17003-1400,40.3317,-76.5138,0.6686,545.0,565.0,,25.0,23.0,25.0,,1112.0,1698.0,0.8516,0.0206,0.0483,0.0159,0.0318,46169.0,,35700.0,35700.0,9979.0,7793.0,0.43799999999999994,0.2282,0.7311,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",United Methodist,0.54000002145767,0.03999999910593,92767.68,37500.0,36100.0,49000.0,46100.0
West Covina,CA,91790,33.8844,-118.125,,,,,,,,,,45.0,0.0222,0.0,0.9778,0.0,0.5333,,16486.0,,,2668.0,,,0.8258,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Glendale,AZ,85302,33.5675,-112.1542,,,,,,,,,,937.0,0.3202,0.1334,0.3917,0.0096,0.0,24240.0,,15024.0,15024.0,2200.0,3056.0,,0.8237,,Certificate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.87000000476837,0.64999997615814,21628.52,23000.0,22500.0,27000.0,25900.0
Mount Carmel,IL,62863,38.4293,-87.7821,,,,,,,,,,840.0,0.8964,0.0321,0.0321,0.0143,0.3714,6399.0,,2954.0,10811.0,2007.0,5154.0,0.425,0.0754,,Certificate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Public Rural-serving Large,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.62000000476837,0.40999999642372,26690.89,26700.0,22500.0,34700.0,28900.0
Wingate,NC,28174-0159,34.9794,-80.4445,0.7929999999999999,495.0,520.0,480.0,22.0,,,,1013.0,2002.0,0.6439,0.1518,0.0245,0.0195,0.025,35465.0,,25040.0,25040.0,8685.0,7232.0,1.0,0.3824,0.5305,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",,0.50999999046325,0.10000000149011,76948.17,42300.0,32200.0,41500.0,37000.0
Hillsboro,MO,63050-2440,38.2599,-90.559,,,,,,,,,,4974.0,0.8977,0.0197,0.0141,0.0068,0.4638,10234.0,,2280.0,4560.0,4415.0,6013.0,1.0,0.4707,,Associate,Associate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Associate's--Public Suburban-serving Multicampus,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.62000000476837,0.37000000476837,39477.47,26900.0,24300.0,31000.0,28900.0
St Charles,MO,63301,38.7907,-90.5503,,,,,,,,,,305.0,0.7541,0.1672,0.0,0.0,0.0,22233.0,,12567.0,12567.0,1910.0,3993.0,0.2778,0.3276,,Certificate,Associate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.34999999403953,0.6700000166893,21757.84,25400.0,22300.0,32400.0,28700.0
Monticello,AR,71656,33.5898,-91.81299999999999,,,,,,,,,,3024.0,0.5893,0.336,0.0344,0.0023,0.1832,16255.0,,5793.0,11590.0,6830.0,7922.0,1.0,0.6473,0.2804,Certificate,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, inclusive","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.60000002384185,0.30000001192092,33516.39,27600.0,24000.0,37400.0,33600.0
Wilson,NC,27893-3310,35.7311,-77.8929,,,,,,,,,,1694.0,0.425,0.4634,0.0744,0.0112,0.376,12868.0,,2393.0,8537.0,5256.0,5041.0,1.0,0.4901,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.77999997138977,0.61000001430511,18276.25,22100.0,19000.0,25800.0,23000.0
Hillcrest Heights,MD,20748-1401,38.8356,-76.9393,,,,,,,,,,39.0,0.0,1.0,0.0,0.0,0.6667,,16001.0,,,11483.0,,,0.5412,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.97000002861022,0.46000000834465,29044.42,,,,
Santa Fe Springs,CA,90670,33.9169,-118.0408,,,,,,,,,,46.0,0.087,0.0,0.8696,0.0435,0.6739,,13779.0,,,1746.0,,,0.8242,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Saint Paul,MN,55119-7003,44.9507,-93.0198,,,,,,,,,,76.0,0.1974,0.3816,0.0658,0.0789,0.3026,,17066.0,,,10966.0,,,0.7778,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,0.93999999761581,0.36000001430511,51212.98,23500.0,22800.0,24100.0,23300.0
Cookeville,TN,38501-1907,36.1765,-85.4856,,,,,,,,,,518.0,0.6197,0.3398,0.0251,0.0058,0.1023,,14778.0,,,694.0,,,0.8002,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.98000001907348,0.56000000238418,17710.93,16300.0,14100.0,,
Caguas,PR,00725-6485,,,,,,,,,,,,24.0,0.0,0.0,1.0,0.0,0.0,9332.0,,7550.0,7550.0,5430.0,,,0.8889,,Certificate,Certificate,Private for-profit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,,,,,,,,,,,
Patchogue,NY,11772,40.7805,-73.0083,0.8581,,,,,,,,,339.0,0.4808,0.1711,0.1445,0.0265,0.2566,,17786.0,,,4085.0,,,0.4989,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.86000001430511,0.70999997854232,47219.74,45200.0,46100.0,45000.0,43000.0
Chubbuck,ID,83202,42.92,-112.465,,,,,,,,,,36.0,0.6944,0.0,0.1389,0.0,0.0,,16400.0,,,2808.0,,,0.6962,,Certificate,Certificate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,,,,,0.98000001907348,0.34999999403953,28369.72,13600.0,12700.0,,
Wilsonville,OR,97070-9296,45.3211,-122.7683,,,,,,,,,,1108.0,0.8051,0.0208,0.1038,0.0244,0.3168,24261.0,,14097.0,14097.0,4689.0,4131.0,0.4571,0.7372,0.7034,Certificate,Bachelors,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Private For-profit 4-year Primarily Associate's,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.77999997138977,0.64999997615814,34185.32,26100.0,26400.0,31500.0,29400.0
Sacramento,CA,95819-2694,38.5575,-121.4219,0.6968,465.0,485.0,,20.0,19.0,21.0,,945.0,25991.0,0.3247,0.0591,0.2567,0.2086,0.191,19380.0,,6628.0,17788.0,7281.0,8364.0,0.4894,0.505,0.4285,Bachelors,Graduate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Large 4-year, primarily nonresidential (over 9,999)",,0.61000001430511,0.28999999165534,43423.41,38700.0,35600.0,50300.0,46500.0
Las Vegas,NV,89119,36.0855,-115.1188,1.0,,,,,,,,,255.0,0.4039,0.1882,0.1255,0.1608,0.1216,,22235.0,,,6108.0,5096.0,0.5294,0.6611,,Associate,Associate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,23900.0,22300.0,28400.0,26200.0
New York,NY,10122,40.7518,-73.9917,,,,,,,,,,110.0,0.4818,0.1455,0.2182,0.1545,0.0,,,,,3748.0,,,0.1899,,Certificate,Certificate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,,,,,,,
Cleveland,TN,37312,35.2008,-84.8791,1.0,,,,19.0,19.0,18.0,,910.0,2978.0,0.8341,0.0745,0.0386,0.0138,0.3721,10764.0,,3605.0,14045.0,5111.0,5424.0,1.0,0.4874,,Certificate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.68000000715255,0.43999999761581,32052.51,25800.0,23200.0,31000.0,27300.0
Danville,KY,40422-1394,37.6451,-84.7792,0.6857,610.0,620.0,610.0,29.0,30.0,28.0,9.0,1268.0,1372.0,0.8287,0.0481,0.0248,0.0248,0.0007,46400.0,,36020.0,36020.0,15873.0,6951.0,0.9242,0.1555,0.8196,Bachelors,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",Presbyterian Church (USA),0.51999998092651,0.00999999977648,103884.41,32900.0,31300.0,50600.0,45000.0
Oxnard,CA,93030,34.1954,-119.1814,,,,,,,,,,48.0,0.0625,0.0417,0.8958,0.0,0.0,,14441.0,,,3500.0,,,0.8451,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.94999998807907,0.37999999523162,18925.0,18800.0,16000.0,18400.0,15900.0
Sacramento,CA,95827,38.5613,-121.3342,,,,,,,,,,257.0,0.2763,0.1712,0.1907,0.1868,0.0,33734.0,,15537.0,15537.0,1015.0,,,0.7651,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.73000001907348,0.56999999284744,31704.68,26000.0,23600.0,31900.0,29500.0
Naples,FL,34104-4405,26.1412,-81.7634,,,,,,,,,,614.0,0.3746,0.1075,0.4967,0.0098,0.5,,15655.0,,,8435.0,,,0.2054,,Certificate,Certificate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.81000000238418,0.62000000476837,20882.32,28900.0,28200.0,33900.0,32800.0
Grand Junction,CO,81506,39.1163,-108.5306,,,,,,,,,,536.0,0.6306,0.0112,0.319,0.0037,0.0,,17431.0,,,3228.0,1467.0,,0.6353,,Associate,Associate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.80000001192092,0.6700000166893,24133.78,22000.0,19900.0,29000.0,25400.0
Livonia,MI,48150,42.3825,-83.3549,,,,,,,,,,129.0,0.7054,0.1473,0.0388,0.0,0.2481,,14959.0,,,3108.0,,,0.4906,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Torrance,CA,90505,33.8086,-118.3502,,,,,,,,,,166.0,0.0663,0.2892,0.1988,0.4398,0.2952,,17729.0,,,7041.0,,,0.6888,,Certificate,Certificate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Omaha,NE,68164,41.2096,-96.0843,0.5316,,,,,,,,,86.0,0.8837,0.0116,0.0581,0.0,0.0,43482.0,,26700.0,26700.0,11505.0,5881.0,,0.4954,0.8049,Associate,Bachelors,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.44999998807907,0.05999999865889,65292.0,21400.0,20200.0,35900.0,33900.0
Valparaiso,IN,46385,41.4725,-87.07799999999999,,,,,,,,,,77.0,0.8831,0.013000000000000001,0.0909,0.013000000000000001,0.5455,,14918.0,,,3632.0,,,0.3333,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,1.0,0.5,31392.83,,,,
Terrell,TX,75160-4812,32.7358,-96.2867,,,,,,,,,,169.0,0.0059,0.8639,0.0414,0.0,0.0828,14566.0,,7620.0,7620.0,2626.0,3645.0,1.0,0.7184,,Associate,Bachelors,Private nonprofit,"Southwest (AZ, NM, OK, TX)",COED,Baccalaureate/Associate's Colleges,"Full-time four-year, inclusive","Very small 4-year, highly residential (less than 1,000)",Churches of Christ,0.46000000834465,0.11999999731779,33612.62,21900.0,20200.0,27600.0,22500.0
Bedford,TX,76021,32.8507,-97.1684,,,,,,,,,,91.0,0.6923,0.0769,0.1319,0.033,0.1648,,19666.0,,,4101.0,,,0.5519,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,,,,
Chillicothe,MO,64601,39.7928,-93.5511,,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,,14936.0,,,3828.0,,,0.3,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,0.94999998807907,0.57999998331069,26362.56,,,,
Jacksonville,IL,62650-2590,39.7302,-90.2218,0.7488,415.0,465.0,,21.0,21.0,20.0,,964.0,542.0,0.7491,0.1347,0.0461,0.0055,0.048,30843.0,,22400.0,22400.0,6297.0,5360.0,0.5821,0.5824,0.384,Bachelors,Bachelors,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, inclusive","Very small 4-year, highly residential (less than 1,000)",United Methodist,0.57999998331069,0.14000000059604,64073.33,29700.0,27900.0,39900.0,36700.0
Tulsa,OK,74104-3909,36.1478,-95.9542,,,,,,,,,,1094.0,0.4516,0.0777,0.1152,0.0018,0.0,,28819.0,,,4720.0,5663.0,1.0,0.5768,,Certificate,Associate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Private For-profit,Higher full-time two-year,"Small 2-year (500 to 1,999)",,0.05000000074505,0.50999999046325,31181.14,35700.0,31100.0,41000.0,36000.0
South Portland,ME,4106,43.6384,-70.3573,,,,,,,,,,101.0,0.3663,0.505,0.0297,0.0099,0.0,,27978.0,,,2643.0,,,0.6817,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,,,,20100.0,18200.0,26300.0,23300.0
Herkimer,NY,13350-1598,43.0326,-75.0074,,,,,,,,,,2436.0,0.7369,0.1429,0.0587,0.0066,0.1663,13277.0,,4360.0,6420.0,3812.0,4993.0,1.0,0.5094,,Associate,Associate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Medium 2-year (2000 to 4,999)",,0.56999999284744,0.2199999988079,46107.94,25400.0,23500.0,33900.0,30300.0
Dover,DE,19901,39.1872,-75.5405,0.4168,445.0,450.0,430.0,18.0,17.0,18.0,,890.0,3719.0,0.11,0.7467,0.0559,0.0067,0.0624,20506.0,,7336.0,15692.0,10853.0,7478.0,0.6342,0.5034,0.3717,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, inclusive","Medium 4-year, highly residential (3,000 to 9,999)",,0.58999997377395,0.07999999821186,51471.74,27700.0,25800.0,36100.0,34200.0
Albany,NY,12206-1513,42.6808,-73.7887,,,,,,,,,,270.0,0.4926,0.2852,0.1074,0.0185,0.0,,15973.0,,,6008.0,,,0.6791,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.91000002622604,0.4699999988079,32245.04,18700.0,18000.0,22000.0,18400.0
Santa Ana,CA,92701-0000,33.748000000000005,-117.8682,,,,,,,,,,155.0,0.0452,0.0065,0.8839,0.0065,0.0645,,32833.0,,,3230.0,,,0.6811,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.98000001907348,0.75999999046325,28647.77,19000.0,15700.0,17500.0,16300.0
San Jose,CA,95134-1805,37.4085,-121.9442,,,,,,,,,,1374.0,0.1638,0.139,0.1703,0.0691,0.0,23848.0,,11308.0,11308.0,2326.0,3194.0,0.0837,0.5353,0.1207,Bachelors,Graduate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.6700000166893,0.86000001430511,47023.93,44300.0,38200.0,60500.0,53400.0
Moses Lake,WA,98837-3299,47.1851,-119.3185,,,,,,,,,,1530.0,0.5948,0.0105,0.3275,0.017,0.2405,12922.0,,4150.0,4550.0,7061.0,4644.0,1.0,0.5076,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.61000001430511,0.44999998807907,27649.3,26900.0,24000.0,35800.0,32200.0
Dover,DE,19901,39.1543,-75.5466,,,,,,,,,,438.0,0.4087,0.4909,0.0662,0.0023,0.2009,,28619.0,,,6270.0,,,0.6276,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.91000002622604,0.66000002622604,24769.62,21900.0,20700.0,24200.0,22800.0
New York,NY,10035-2737,40.8025,-73.943,1.0,,,,,,,,,393.0,0.1018,0.7354,0.0916,0.0712,0.4402,,,16693.0,16693.0,10508.0,7777.0,0.2281,0.4354,0.5882,Associate,Associate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private Not-for-profit,Mixed part/full-time two-year,Very small 2-year (less than 500),,0.93999999761581,0.95999997854232,55001.05,76900.0,75900.0,81200.0,82100.0
Piscataway,NJ,08854-3756,40.8757,-74.2881,,,,,,,,,,11.0,0.8182,0.0,0.1818,0.0,0.0909,,26695.0,,,1902.0,,,0.1667,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.9200000166893,0.60000002384185,74218.78,30300.0,28100.0,,
Southfield,MI,48075-5227,42.4454,-83.2103,,,,,,,,,,151.0,0.0132,0.9801,0.0,0.0,0.0993,,14021.0,,,14273.0,,,0.8634,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Casa Grande,AZ,85122,32.8808,-111.7334,,,,,,,,,,49.0,0.2653,0.0612,0.6122,0.0,0.0,,9026.0,,,5972.0,,,0.9655,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.98000001907348,0.60000002384185,22446.97,,,,
Colorado Springs,CO,80907,38.8937,-104.8342,,,,,,,,,,17902.0,0.4836,0.3396,0.0655,0.0084,0.4355,22041.0,,10531.0,10531.0,932.0,7655.0,,0.6782,0.2015,Bachelors,Graduate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Large 4-year, primarily nonresidential (over 9,999)",,0.57999998331069,0.79000002145767,39232.48,38100.0,31200.0,53500.0,44100.0
Columbia,MO,65215,38.9506,-92.323,0.6756,535.0,495.0,515.0,23.0,24.0,21.0,,1047.0,646.0,0.7043,0.1796,0.0232,0.0155,0.1935,41309.0,,27954.0,27954.0,8833.0,5017.0,0.9808,0.5929,0.5856,Bachelors,Graduate,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",WOMENONLY,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, selective, higher transfer-in","Small 4-year, highly residential (1,000 to 2,999)",,0.95999997854232,0.20000000298023,72751.34,28300.0,26200.0,35600.0,30700.0
Leesport,PA,19533-9112,,,,,,,,,,,,59.0,0.6949,0.1356,0.1356,0.0,0.3729,,,,,3161.0,,,0.0,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,,,,,,,
West Hartford,CT,06117-1599,41.7965,-72.715,0.6173,520.0,530.0,,23.0,,,,1053.0,5026.0,0.5975,0.1486,0.0933,0.0304,0.1066,47368.0,,33358.0,33358.0,12566.0,8178.0,0.4651,0.264,0.5871,Bachelors,Graduate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",,0.52999997138977,0.05999999865889,95513.07,36800.0,34200.0,49500.0,45900.0
Rochester,MN,55904,44.0223,-92.4635,0.5421,625.0,600.0,565.0,25.0,24.0,25.0,8.0,1149.0,477.0,0.7966,0.0692,0.0314,0.0566,0.0231,22141.0,,13056.0,13056.0,7495.0,5788.0,1.0,0.2778,,Bachelors,Bachelors,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Associate's--Public 4-year Primarily Associate's,"Full-time four-year, more selective, lower transfer-in","Very small 4-year, primarily nonresidential (less than 1,000,)",,,,,42700.0,38400.0,54000.0,47800.0
Erie,PA,16501,42.1248,-80.0889,0.9514,,,,,,,,,208.0,0.6154,0.2981,0.0288,0.0096,0.4135,14885.0,,10252.0,10252.0,2692.0,2874.0,,0.8481,,Certificate,Associate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private For-profit,Medium full-time two-year,Very small 2-year (less than 500),,0.72000002861022,0.56999999284744,20079.47,17600.0,15900.0,25600.0,23200.0
Claremore,OK,74017-3252,36.3196,-95.6357,0.5445,,,,20.0,20.0,19.0,,950.0,3957.0,0.5969,0.0316,0.0397,0.0182,0.3445,17213.0,,5349.0,12005.0,5098.0,5534.0,0.3864,0.4721,0.2131,Bachelors,Bachelors,Public,"Southwest (AZ, NM, OK, TX)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.64999997615814,0.40000000596046,38422.73,29600.0,26300.0,35400.0,32600.0
DeLand,FL,32723,29.0363,-81.3016,0.5925,590.0,580.0,560.0,26.0,26.0,25.0,,1168.0,2711.0,0.6562,0.0819,0.1387,0.0207,0.0125,49939.0,,38330.0,38330.0,11448.0,9877.0,0.6189,0.3653,0.6409,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",,0.63999998569488,0.10000000149011,83620.71,35800.0,33800.0,47000.0,42600.0
Cheyenne,WY,82009,41.1758,-104.8279,,,,,,,,,,75.0,0.8133,0.0533,0.0933,0.0133,0.0,28234.0,,17211.0,17211.0,4958.0,4500.0,,0.8148,0.4848,Associate,Bachelors,Private nonprofit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,Associate's--Private For-profit 4-year Primarily Associate's,"Full-time four-year, inclusive","Very small 4-year, primarily nonresidential (less than 1,000,)",,,,,22000.0,20700.0,32000.0,28800.0
